Airport Name,Year,City,Airport ID,Measure,Value
Fort Wayne International,2020,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),98
Hilo International,2020,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),96
Guam International,2020,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),351
Great Falls International,2020,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),94
Southwest Georgia Regional,2020,Albany,ABY,All-cargo operations landed weight (thousands of short tons),110
Dane County Regional-Truax Field,2020,Madison,MSN,All-cargo operations landed weight (thousands of short tons),94
San Bernardino International,2020,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),234
Southwest Florida International,2020,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),89
Birmingham-Shuttlesworth International,2020,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),87
New York Stewart International,2020,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),141
Albany International,2020,Albany,ALB,All-cargo operations landed weight (thousands of short tons),86
Long Beach /Daugherty Field/,2020,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),56
Mobile Downtown,2020,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),83
Tucson International,2020,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),82
Springfield-Branson National,2020,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),63
Roanoke-Blacksburg Regional/Woodrum Field,2020,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),68
Bill and Hillary Clinton National/Adams Field,2020,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),89
Appleton International,2020,Appleton,ATW,All-cargo operations landed weight (thousands of short tons),58
Lihue,2020,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),114
Kelly Field,2020,San Antonio,SKF,All-cargo operations landed weight (thousands of short tons),40
Toledo Express,2020,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),17
Fresno Yosemite International,2020,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),73
General Downing - Peoria International,2020,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),65
Lafayette Regional/Paul Fournet Field,2020,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),64
Fairbanks International,2020,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),66
City of Colorado Springs Municipal,2020,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),52
Bishop International,2020,Flint,FNT,All-cargo operations landed weight (thousands of short tons),44
Jackson-Medgar Wiley Evers International,2020,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),0
James M Cox Dayton International,2020,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),30
March ARB,2020,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),203
Lovell Field,2020,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),28
Thief River Falls Regional,2020,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),18
Bangor International,2020,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),47
Garden City Regional,2020,Garden City,GCK,All-cargo operations landed weight (thousands of short tons),4
Brownsville/South Padre Island International,2020,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),6
Grand Forks International,2020,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),0
Gogebic-Iron County,2020,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2020,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2020,Chico,CIC,All-cargo operations landed weight (thousands of short tons),0
Portsmouth International at Pease,2020,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),1
Niagara Falls International,2020,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),0
Grant County,2020,Silver City,SVC,All-cargo operations landed weight (thousands of short tons),0
Tucumcari Municipal,2020,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2020,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),51
St Pete-Clearwater International,2020,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),
William P Hobby,2020,Houston,HOU,All-cargo operations landed weight (thousands of short tons),0
Ellington,2020,Houston,EFD,All-cargo operations landed weight (thousands of short tons),0
Lakeland Linder International,2020,Lakeland,LAL,All-cargo operations landed weight (thousands of short tons),102
Rochester International,2020,Rochester,RST,All-cargo operations landed weight (thousands of short tons),35
Bellingham International,2020,Bellingham,BLI,All-cargo operations landed weight (thousands of short tons),5
